518,2025-07-28 00:31:42,AED/CNY OTC,10.0,BUY,win,00:33,00:34,1 minutes,,2,9.98086956521739
520,2025-07-28 00:32:15,AED/CNY OTC,10.0,BUY,win,00:35,00:36,1 minutes,,1,77.09
521,2025-07-28 00:39:16,AED/CNY OTC,10.0,BUY,win,00:41,00:42,1 minutes,,3,1.7429364499634517
522,2025-07-28 00:46:15,AED/CNY OTC,10.0,BUY,win,00:47,00:48,1 minutes,,1,6.100000000000001
525,2025-07-28 13:07:42,AUD/CAD,10.0,BUY,win,13:09,13:10,1 minutes,,3,9.982249527410204
526,2025-07-28 13:18:17,GBP/JPY,10.0,BUY,win,13:20,13:21,1 minutes,,1,9.2
527,2025-07-28 13:33:23,AUD/CAD,10.0,BUY,win,13:35,13:36,1 minutes,,1,8.7
528,2025-07-28 13:43:35,GBP/JPY,10.0,BUY,win,13:45,13:46,1 minutes,,2,9.98086956521739
530,2025-07-28 14:10:02,GBP/JPY,10.0,BUY,loss,14:11,14:12,1 minutes,,4,-174.92938289822723
531,2025-07-28 14:29:17,GBP/JPY,10.0,BUY,win,14:31,14:32,1 minutes,,4,10.000617101772775
541,2025-07-28 17:19:26,AED/CNY OTC,10.0,BUY,win,17:21,17:22,1 minutes,,1,9.2
542,2025-07-28 17:22:46,AUD/CAD,10.0,BUY,win,17:24,17:25,1 minutes,,2,9.98086956521739
543,2025-07-28 17:34:32,AED/CNY OTC,10.0,BUY,win,17:36,17:37,1 minutes,,1,9.2
544,2025-07-28 17:49:12,AED/CNY OTC,10.0,BUY,win,17:50,17:51,1 minutes,,1,9.2
